division,dept,course,term,year,item 1 (i found the course intellectually stimulating),item 2 (the course provided me with a deep understanding of the subject manner) ,item 3 (the instructor created a course atmosphere that was condusive to my learning),"item 4 (course projects, assignments, tests, and/or exams improved my understanding of the course material)","item 5 (course projects, assignments, tests, and/or exams provided opportunity for me to demonstrate an understanding of the course material)","item 6 (overall, the quality of my learning experience in the course was:) ",instructor generated enthusiasm,course workload,i would recommend this course,number invited,number responses,last name,description
artsc,csc,csc148h1,winter,2020,4.4,4.5,4.3,4.5,4.5,4.3,4.4,3.9,4.3,197.00,53,horton,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2019,4.21,4.4,4.1,4.2,4.2,4.0,4.2,3.5,3.8,197.00,58,smith,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2019,4.21,4.4,4.1,4.2,4.2,4.0,4.2,3.5,3.8,197.00,58,horton,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2019,4.21,4.4,4.1,4.2,4.2,4.0,4.2,3.5,3.8,197.00,58,horton,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2019,4.21,4.4,4.1,4.2,4.2,4.0,4.2,3.5,3.8,197.00,58,horton,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2019,4.21,4.4,4.1,4.2,4.2,4.0,4.2,3.5,3.8,197.00,58,horton,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,calver,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,badr,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,chartier,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,smith,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2023,4.1,4.3,4.3,3.8,4.0,3.7,4.2,3.7,3.8,167.00,35,sharmin,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,calver,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,badr,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,chartier,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,smith,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2024,4.3,4.4,4.4,4.2,4.1,4.2,4.4,3.6,4.2,176.00,70,sharmin,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,calver,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,badr,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,chartier,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,smith,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2021,4.3,4.6,3.8,4.3,4.3,4.2,3.6,3.6,4.2,174.00,43,sharmin,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,calver,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,badr,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,chartier,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,smith,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,heap,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2020,4.5,4.6,4.8,4.6,4.5,4.4,4.8,3.6,4.4,163.00,42,sharmin,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2018,4.0,4.2,3.5,3.8,3.8,3.8,3.5,3.4,3.9,122.00,43,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2018,4.0,4.2,3.5,3.8,3.8,3.8,3.5,3.4,3.9,122.00,43,huynh,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2018,4.0,4.2,3.5,3.8,3.8,3.8,3.5,3.4,3.9,122.00,43,calver,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2018,4.0,4.2,3.5,3.8,3.8,3.8,3.5,3.4,3.9,122.00,43,badr,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
artsc,csc,csc148h1,winter,2018,4.0,4.2,3.5,3.8,3.8,3.8,3.5,3.4,3.9,122.00,43,chartier,abstract data types and data structures for implementing them linked data structures encapsulation and informationhiding objectoriented programming specifications analyzing the efficiency of programs recursion this course assumes programming experience as provided by csc108h1 students who already have this background may consult the computer science undergraduate office for advice about skipping csc108h1 practical p sections consist of supervised work in the computing laboratory these sections are offered when facilities are available and attendance is required note students may request to move from csc148h1 to csc108h1 after the last day to add classes and before a deadline set by the course instructors if space is available in csc108h1 at the time of the request
